"","id","Place","desc","coords"
"189",59738,"Barygazon Kolpos, Barygazenos Kolpos ","The Gulf of Khambhat is an inlet of the Arabian Sea along the west coast of India.","[72.2009339, 21.4132955]"
"190",59747,"Lashkargah, Lashkargāh ","An ancient settlement, located at modern Lashkargāh (formerly Bost/Boost) in Helmand province, Afghanistan.","[64.3566, 31.5081]"
"191",59750,"Alexandreia Boukephala ","Boukephala or Bucephala was an ancient city founded on the right bank of the Hydaspes river by Alexander the Great following the battle with Porus. Alexander named the city after his warhorse, Bucephalus. Its precise location remains debated.","[73.44737579485059, 32.68886475983254]"
"192",59750,"Alexandria Bucefalos, Alexandria Bvcefalos ","Boukephala or Bucephala was an ancient city founded on the right bank of the Hydaspes river by Alexander the Great following the battle with Porus. Alexander named the city after his warhorse, Bucephalus. Its precise location remains debated.","[73.44737579485059, 32.68886475983254]"
"193",59750,"Alexandreia Boukephala ","Boukephala or Bucephala was an ancient city founded on the right bank of the Hydaspes river by Alexander the Great following the battle with Porus. Alexander named the city after his warhorse, Bucephalus. Its precise location remains debated.","[73.44737579485059, 32.68886475983254]"
"194",59750,"Alexandria Bucefalos, Alexandria Bvcefalos ","Boukephala or Bucephala was an ancient city founded on the right bank of the Hydaspes river by Alexander the Great following the battle with Porus. Alexander named the city after his warhorse, Bucephalus. Its precise location remains debated.","[73.44737579485059, 32.68886475983254]"
"195",59773,"Parospus ","The Choaspes flows from the Hindu Kush mountains to the Indus river in what is now Afghanistan.","[70.0, 30.0]"
"196",59774,"Choes, Choes? (river) ","An ancient place, cited: BAtlas 6 C3 Choes? fl.","[70.2336054, 34.6302786]"
"197",59778,"Colobae ","An ancient people, tribe, or cultural group. Skt.: Kolūta.","[76.66978455904996, 31.792958639162975]"
"198",59779,"Comedus M., Comedus (mountain) ","An ancient place, cited: BAtlas 6 C2 Comedus M.","[70.36100062124149, 38.62974497416474]"
"199",59812,"Sangala ","An ancient place, cited: BAtlas 6 C3 Euthymedeia/Sangala","[74.541542, 32.238201]"
"200",59822,"Padus ","The Ganges flows some 2,525 km (1,569 mi) from its sources in the western Himalayas to the Bay of Bengal.","[78.5974993, 30.1450933]"
"201",59826,"Gaza ","Gaza was a city or strongly fortified place in Sogdiana, captured by Alexander the Great.","[65.0, 40.0]"
"202",59834,"Caucasus M. ","Although ancient, western commentators varied in their precision and ideas about location, they seem all to have meant by these names a single range or mountainous region corresponding to the modern notion of the Himalaya or at least the eastern portion of what we today consider the Hindu Kush, Pamir, and Himalaya ranges.","[76.10293550598762, 33.64292084062835]"
"203",59834,"Lamnus M. ","Although ancient, western commentators varied in their precision and ideas about location, they seem all to have meant by these names a single range or mountainous region corresponding to the modern notion of the Himalaya or at least the eastern portion of what we today consider the Hindu Kush, Pamir, and Himalaya ranges.","[76.10293550598762, 33.64292084062835]"
"204",59834,"Caucasus M. ","Although ancient, western commentators varied in their precision and ideas about location, they seem all to have meant by these names a single range or mountainous region corresponding to the modern notion of the Himalaya or at least the eastern portion of what we today consider the Hindu Kush, Pamir, and Himalaya ranges.","[76.10293550598762, 33.64292084062835]"
"205",59834,"Lamnus M. ","Although ancient, western commentators varied in their precision and ideas about location, they seem all to have meant by these names a single range or mountainous region corresponding to the modern notion of the Himalaya or at least the eastern portion of what we today consider the Hindu Kush, Pamir, and Himalaya ranges.","[76.10293550598762, 33.64292084062835]"
"206",59835,"Sageda, Sagala ","An ancient place, cited: BAtlas 6 E4 (H)Eorta/Sageda","[81.857671, 26.953896]"
"207",59838,"Porrus ","A river of the Punjab that flows southwest from the western Himalaya and joins the river Acesines.","[72.7260911, 30.5944513]"
"208",59894,"Lambatai ","An ancient place, cited: BAtlas 6 C3 Lambatai","[70.34910331621268, 34.8624633366839]"
"209",59903,"Magon, Magon (river) ","The Mohana River.","[85.1418176, 24.4596613]"
"210",59907,"Balaio Pr. ","An ancient place, cited: BAtlas 6 B4 Malana Pr.","[65.2432, 25.3224]"
"211",59915,"Samarqand, Samarkand ","Marakanda (now Samarkand in Uzbekistan) was a major ancient settlement founded ca. 700 BC by the Sogdians. Alexander the Great conquered Marakanda during his eastern campaigns.","[66.947223, 39.656498]"
"212",59942,"Dionysopolis ","Ptolemy records the city of Nagara, also known as Dionysopolis. Cohen posits that Nagar is likely located near Jalalabad, perhaps at modern Nagarahara.","[70.0, 30.0]"
"213",59948,"Nysaioi, Nysaioi? ","An ancient place, cited: BAtlas 6 C3 Nysaioi?","[70.03501446344308, 34.419883589599635]"
"214",59950,"Sarikol ","Oaxus lacus, the modern lake Zorkul (or Sir-i-kol), is a lake located in the Pamir Mountains along the border between Afghanistan and Tajikistan.","[73.7434382, 37.4493692]"
"215",59961,"Ossadioi ","An ancient place, cited: BAtlas 6 C4 Ossadioi","[71.02007166217345, 29.086282087347627]"
"216",59962,"Attacori ","An ancient place, cited: BAtlas 6 D3 Ottorokorai/Hyperboraei","[79.04757994217613, 32.12786777573359]"
"217",59969,"Araxes ","Oxus fl. (modern Amu Darya river) is a major river of central Asia. It flows from the Pamir Mountains to the Aral Sea.","[60.165251, 42.1778565]"
"218",59969,"Oxus, Oxus (river) ","Oxus fl. (modern Amu Darya river) is a major river of central Asia. It flows from the Pamir Mountains to the Aral Sea.","[60.165251, 42.1778565]"
"219",59969,"Araxes ","Oxus fl. (modern Amu Darya river) is a major river of central Asia. It flows from the Pamir Mountains to the Aral Sea.","[60.165251, 42.1778565]"
"220",59969,"Oxus, Oxus (river) ","Oxus fl. (modern Amu Darya river) is a major river of central Asia. It flows from the Pamir Mountains to the Aral Sea.","[60.165251, 42.1778565]"
"221",59983,"Caucasus M. ","The Hindu Kush mountain range, which extends through Afghanistan, Pakistan, and Tajikistan, was known to the Greeks and Romans as the Paropamisos or Caucasus mountains. They are not to be confused with the other Caucasus Mountains (greater and lesser) between the Black and Caspian Seas.","[65.46186886981252, 34.75062866941005]"
"222",59991,"Sankra ","An ancient settlement of India, mentioned by Ptolemy, that Vogel 1952 identifies with the Sanskrit toponym Paricakra in the Shatapatha Brahmana. BAtlDir tentatively locates it in the vicinity of a modern ""Sakra"" (a common placename). This modern town, based on the BAtlas coordinates, lies to the northeast of modern Aligarh in Uttar Pradesh. It does not seem to appear in open, online gazetteers.","[78.46147737434983, 27.994375438600052]"
"223",59999,"Polytimetos, Polytimetos (river) ","Polytimetos fl. (Zeravshan River) is a river of central Asia.","[70.4928507, 39.4696775]"
"224",60000,"Porouaroi, Porouaroi? ","An ancient place, cited: BAtlas 6 D5 Porouaroi?","[78.40251526591771, 23.611376739899697]"
"225",60003,"Poulindai ","An ancient place, cited: BAtlas 6 D5 Poulindai","[79.28755578703635, 22.96166491225779]"
"226",60021,"Sacae, Sakai ","An ancient place, cited: BAtlas 6 C2 Sacae","[71.3901175062631, 39.82542412959447]"
"227",60022,"Sagapa Stoma ","The Sagapa Stoma is a river mouth reported by Ptolemy. Erdosy (BAtlas) identifies it with the western mouth of the Indus river, contra Eggermont.","[65.0, 20.0]"
"228",60024,"Sakai ","An ancient people, tribe, or cultural group. Located: Śakas, after occupying Sindh and (briefly) N Deccan IND/PAK.","[68.53941145065062, 25.723624274775318]"
"229",60025,"Sakarauloi, Sacaraucae ","An ancient place, cited: BAtlas 6 C1 Sakarauloi","[70.77944866795855, 40.46030398363348]"
"230",60026,"Sakastane, Sakastan, Sakastan(e) ","Sakastan(e) was a region located between Arachosia and Drangiana.","[61.97839744380218, 30.300441723255915]"
"231",60027,"Salariga ","An ancient place, cited: BAtlas 6 G5 Salariga","[91.273523, 23.826933]"
"232",60028,"Sambalaka ","An ancient place, cited: BAtlas 6 D4 Sambalaka","[75.0, 25.0]"
"233",60030,"Sambos, Sambos (river) ","An ancient place, cited: BAtlas 6 E4 Sambos fl.","[80.0, 25.0]"
"234",60033,"Saparnos, Saparnos? (river) ","An ancient place, cited: BAtlas 6 C3 Saparnos? fl.","[70.0, 30.0]"
"235",60034,"Sarabastrae ","An ancient people, tribe, or cultural group. Located: Jodhpur region. Skt.: Śālva(-vastya).","[71.79891600238687, 26.339485736213135]"
"236",60035,"Sarabhu, Sarabos, Sarabos (river) ","The modern Ghaghara river in India, a major tributary of the Ganges.","[80.6941293, 30.4460946]"
"237",60040,"Sauarabatis ","An ancient place, cited: BAtlas 6 C5 Sauarabatis","[72.768587, 24.455659]"
"238",60070,"Sabarai ","An ancient place, cited: BAtlas 6 E5 Suari/Uberae","[84.49321638442535, 22.577452091298483]"
"239",60087,"Athagorae ","An ancient place, cited: BAtlas 6 B1 Tochari/Asioi","[69.42101437972991, 40.55310296286086]"
"240",60102,"Wardak ","An ancient place, cited: BAtlas 6 B3 Wardak","[68.217121, 33.653556]"
"241",60406,"Alexandreia, Alexandreia/Alexandria ","A city founded by Alexander the Great at the junction of the Indus and the Acesines rivers.","[71.06148, 29.2389543]"
"242",60406,"Alexandria ","A city founded by Alexander the Great at the junction of the Indus and the Acesines rivers.","[71.06148, 29.2389543]"
"243",60406,"Alexandreia, Alexandreia/Alexandria ","A city founded by Alexander the Great at the junction of the Indus and the Acesines rivers.","[71.06148, 29.2389543]"
"244",60406,"Alexandria ","A city founded by Alexander the Great at the junction of the Indus and the Acesines rivers.","[71.06148, 29.2389543]"
"245",60476,"Sahr-e Golġole ","The site of Cartana/Karnasa/Tetrogonis remains unlocated, although scholars have advanced various theories as to its location.","[67.8368338, 34.8223804]"
"246",69476,"Baron-sur-Odon ","An ancient place, cited: BAtlas 7 F2 Baron-sur-Odon","[-0.480495, 49.130055]"
"247",69486,"La Chapelle-des-Fougeretz ","A Gallo-Roman settlement that persisted until the fourth century of the modern era at modern La Chapelle-des-Fougeretz. Known since the 20th century, rescue excavations ahead of a housing development on the southwest edge of the modern town were conducted in 2022 and revealed a sanctuary of Mars, a civic bath complex, and a late-antique necropolis. The site's ancient name(s) are unknown.","[-1.739118, 48.175054]"
"248",69490,"Combourg ","An ancient place, cited: BAtlas 7 E3 Combourg","[-1.748985, 48.409987]"
"249",69491,"Condate Redonum ","The primary center of the Redones tribe. Modern Rennes in France.","[-1.680388, 48.110829]"
"250",69493,"Coriallum ","An ancient place, cited: BAtlas 7 E2 Coriallum","[-1.614411, 49.637675]"
"251",69494,"Cosedia, Constantia, Coutances, Cosedia/Constantia ","An ancient place, cited: BAtlas 7 E2 Cosedia/Constantia","[-1.44444, 49.0487]"
"252",69507,"Coriosolitae, Corseul ","Fanum Martis/Civitas Coriosolitum (modern Corseul) was a major Gallo-Roman settlement, closely associated with the extra-urban sanctuary of Mars at Haut Bécherel. Fanum Martis/Civitas Coriosolitum was the chief town of the Coriosolites and was likely founded ca. 10 BC.","[-2.169599, 48.48106]"
"253",69524,"Landerneau ","An ancient place, cited: BAtlas 7 B3 Landerneau","[-4.251975, 48.453014]"
"254",69525,"Langonnet ","An ancient place, cited: BAtlas 7 C3 Langonnet","[-3.491814, 48.102332]"
"255",69525,"Langonnet ","An ancient place, cited: BAtlas 7 C3 Langonnet","[-3.491814, 48.102332]"
"256",69525,"Langonnet ","An ancient place, cited: BAtlas 7 C3 Langonnet","[-3.491814, 48.102332]"
"257",69525,"Langonnet ","An ancient place, cited: BAtlas 7 C3 Langonnet","[-3.491814, 48.102332]"
"258",69526,"Lannion ","An ancient place, cited: BAtlas 7 C3 Lannion","[-3.458677, 48.731924]"
"259",69533,"Montanel ","An ancient place, cited: BAtlas 7 E3 Montanel","[-1.420494, 48.495533]"
"260",69554,"Portbail ","An ancient place, cited: BAtlas 7 E2 Portbail","[-1.699675, 49.334358]"
"261",69558,"La Roche-Maurice ","An ancient place, cited: BAtlas 7 B3 La Roche-Maurice","[-4.202029, 48.471279]"
"262",69560,"Saint-Aubin-sur-Mer ","An ancient place, cited: BAtlas 7 F2 St-Aubin-sur-Mer","[-0.390947, 49.326581]"
"263",69563,"Saint-Frégant ","An ancient place, cited: BAtlas 7 B3 St-Frégant","[-4.367117, 48.602601]"
"264",69569,"Samnis ","Sena Ins. (modern Île de Sein).","[-4.8518, 48.0363]"
"265",79294,"Andros ","‘A(n)dros’ Ins., referred to as Edrou Heremos by Ptolemy was perhaps originally a coastal island, but is now connected to the mainland by a narrow strip of land, thus forming a peninsula.","[-6.07201, 53.37923]"
"266",79296,"Land's End ","Headland in western Cornwall, United Kingdom","[-5.7148222, 50.0662633]"
"267",79299,"Bath ","An ancient Roman thermal spa and site of the Temple of Sulis Minerva.","[-2.359704, 51.381041]"
"268",79306,"Atrebates ","The Atrebates were a Belgic tribe of Gaul and Britain prior to the Roman conquest.","[-1.175172998446442, 51.30145069609017]"
"269",79311,"Baldock ","A pre-Roman and Romano-British settlement was located at Baldock along the Icknield Way.","[-0.1809379, 51.9897381]"
"270",79315,"Barnsley Park ","A Roman villa occupied between ca. A.D. 140 and the fifth century. It was discovered in 1950.","[-1.890545, 51.74418]"
"271",79316,"Barry ","Roman remains identified as a mansio near Cold Knap","[-3.266941, 51.406411]"
"272",79317,"Bartlow Hills ","Site of a Roman barrow cemetery","[0.3136868, 52.0798122]"
"273",79318,"Barton Court Farm ","An ancient place, cited: BAtlas 8 F3 Barton Court Farm","[-1.26797, 51.687382]"
"274",79319,"Barton Farm ","A winged-corridor villa, the Barton Farm site was the findspot of the Orpheus Mosaic now on view at the Corinium Museum.","[-2.028822, 51.723317]"
"275",79320,"Barton-in-Fabis ","The site of a Roman villa of the winged corridor type located at Glebe Farm. The site was occupied from the first to the fourth centuries.","[-1.224623, 52.889464]"
"276",79332,"Blackwardine ","An ancient place, cited: BAtlas 8 E2 Blackwardine","[-2.690621, 52.203802]"
"277",79393,"Col. Camulodunum, Colchester ","Col. Camulodunum (Colchester) was the pre-Roman capital of the Trinovantes; it received a Roman city after the annexation of Britannia.","[0.901298, 51.889852]"
"278",79394,"Col. Glevum ","Site of a Roman legionary fortress (ca. 67 A.D.) and later colonia (founded ca. 97-98 A.D.) at modern day Gloucester.","[-2.250526, 51.864474]"
"279",79395,"Col. Lindum ","An Pre-Roman Iron Age settlement of Britain that became the site of a Roman colony after A.D. 71; its full name was Domitiana Lindensium.","[-0.538459, 53.234785]"
"280",79396,"Colerne ","An ancient place, cited: BAtlas 8 E3 Colerne","[-2.273334, 51.4448902]"
"281",79397,"Coleshill ","Excavations in the late 1970s revealed evidence for a multi-phase sanctuary. The Iron Age site was of circular plan, while the Romano-British site, of two phases, consisted of a walled enclosure with two shrines.","[-1.70549, 52.497283]"
"282",79398,"Combe St. Nicholas ","An ancient place, cited: BAtlas 8 E4 Combe St. Nicholas","[-2.99459, 50.897385]"
"283",79399,"Combretovium, Convetoni, Conbretovio ","Combretovium is a 60-hectare open settlement that was occupied from the late Iron Age and Claudian periods through to the middle of the fourth century CE.","[1.08461, 52.13417]"
"284",79400,"Condate ","A settlement along Watling Street, roughly midway between Deva and Mamucium. i.e., located at the modern town of Northwich (Cheshire, England)","[-2.517363, 53.259423]"
"285",79402,"Corieltauvi ","An ancient place, cited: BAtlas 8 F2 Corieltauvi","[-1.307649489946073, 52.8897409174819]"
"286",79403,"Cornovii ","An ancient place, cited: BAtlas 8 E2 Cornovii","[-2.936628494537445, 52.541982691479745]"
"287",79404,"Cosgrove ","An ancient place, cited: BAtlas 8 G2 Cosgrove","[-0.848301, 52.075313]"
"288",79405,"Roman Villa at Cotterstock, Roman Villa at Cotterstock, Northamptonshire ","A Roman villa site in Northamptonshire first observed in 1736.","[-0.45814, 52.502529]"
"289",79405,"Cotterstock ","A Roman villa site in Northamptonshire first observed in 1736.","[-0.45814, 52.502529]"
"290",79405,"Roman Villa at Cotterstock, Roman Villa at Cotterstock, Northamptonshire ","A Roman villa site in Northamptonshire first observed in 1736.","[-0.45814, 52.502529]"
